Destination.Port,Protocol,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Average.Packet.Size,SYN.Flag.Count,ACK.Flag.Count,PSH.Flag.Count,ProtocolName
3128,6,90283511.0,28.0,44.0,2584.0,19296.0,303.8888888889,0,0,1,GMAIL
53,17,119970520.0,1294.0,1299.0,49949.0,172437.0,85.8067875048,0,0,0,DNS
20,6,30123146.86235849,153.53873622405433,216.5260576104781,259026.60164541347,9466.039895607955,840.8905877379293,0,1,1,FTP_DATA
443,6,521602.0,12.0,12.0,2534.0,2298.0,252.5416666667,1,1,0,GMAIL
443,6,10376159.0,6.0,4.0,311.0,165.0,47.6,0,0,1,SSL
80,6,104872931.0,24.0,19.0,6043.0,13227.0,448.1395348837,0,0,1,HTTP
53,17,119981234.0,1442.0,1451.0,55918.0,185847.0,83.5827860353,0,0,0,DNS
0,0,68.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,23289305.50811577,19.0670778070314,10.1609324264992,2463.0963295705706,1031.6147271574775,126.53556642208883,1,1,1,SSH
53,17,119873920.0,1731.0,1726.0,65072.0,206433.0,78.5481631472,0,0,0,DNS
20,6,26614944.769068755,3.560257500140484,7.344677867987729,1139.8899655132616,169.4347558397908,159.47562345062536,0,1,1,FTP_DATA
22,6,27704718.09437858,1.7860776073904956,0.0,615.4400562221758,0.0,481.2716828247938,1,1,0,SSH
51890,6,2.0,2.0,0.0,0.0,0.0,0.0,0,1,0,HTTP
4406,6,11.0,5.0,0.0,30.0,0.0,7.2,0,1,0,HTTP
443,6,19749687.0,9.0,7.0,465.0,2346.0,175.6875,0,0,1,GMAIL
54846,6,1.0,2.0,0.0,2680.0,0.0,2010.0,1,1,0,FTP_DATA
443,6,81046.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
443,6,498545.0,9.0,10.0,541.0,4508.0,265.7368421053,0,0,1,SSL
443,6,125212.0,5.0,5.0,647.0,420.0,119.4,1,1,0,SSL
22,6,41494319.9771975,3.354242205577098,0.0,711.1393598186219,0.0,448.6526221995738,1,1,0,SSH
53,17,119996151.0,2775.0,1360.0,107534.0,182094.0,70.0834340992,0,0,0,DNS
22,6,33848745.3482508,1.884592711417573,0.0,685.0926013471055,0.0,438.59457021015726,1,1,0,SSH
0,0,690.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,88579132.29150417,17.669802228812298,3.677259703295886,314.1428886464275,964.0546582200668,53.86105249245152,0,0,1,DNS
20,6,23115162.97431939,5.802537167125452,4.928492255344479,1364.458839526271,239.28275209552623,133.8160610413574,0,1,1,FTP_DATA
53,17,46084434.06058204,586.3117590168112,341.7203916920967,23739.23681620835,38550.38661697202,69.4558035694429,0,1,0,DNS
53,17,119839022.0,257.0,161.0,10258.0,21520.0,76.1100478469,0,0,0,DNS
53,6,62546976.0,18.0,5.0,294.0,954.0,54.2608695652,0,0,1,DNS
53,17,2.0,2.0,0.0,90.0,0.0,67.5,0,0,0,DNS
0,1,376.2424658912629,4.147262570868732,4.106257021877199,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,249.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,679.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,465342.4974255827,8.224122411286706,10.470516923552584,3644.126983594611,516.6233821451458,235.12084197259327,0,1,1,FTP_DATA
443,6,109874252.0,11.0,3.0,368.0,1436.0,128.8571428571,0,0,1,SSL
443,6,4272276.0,38.0,78.0,686.0,156588.0,1355.8103448276,0,0,1,SSL
3128,6,37.0,1.0,1.0,6.0,6.0,9.0,0,1,0,GMAIL
443,6,76425597.0,31.0,31.0,2988.0,18669.0,368.7741935484,1,1,0,GMAIL
443,6,559300.0,13.0,9.0,1164.0,7384.0,388.5454545455,0,0,1,SSL
443,6,111884947.0,1379.0,2934.0,9716.0,7755549.0,1800.7136563877,1,1,0,SSL
443,6,119197309.0,14.0,12.0,2991.0,2584.0,215.3461538462,1,1,0,SSL
3128,6,682.0,2.0,0.0,12.0,0.0,9.0,0,1,0,FTP_DATA
20,6,125606.16773235322,0.7975772739263391,2.042591194970583,4.8121807635185885,8.527218521310415,5.81458404404938,0,1,0,FTP_DATA
53,17,119369932.0,981.0,561.0,37455.0,75571.0,73.3320363165,0,0,0,DNS
3128,6,102625286.0,3.0,9.0,18.0,61.0,7.0833333333,0,1,0,HTTP
51448,6,64.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
63009,6,78817959.0,85.0,24.0,31138.0,1542.0,300.3577981651,1,1,0,GMAIL
22,6,44977010.94075052,3.048160963601519,0.0,1058.4571520042375,0.0,389.18201309289714,1,1,0,SSH
22,6,20931405.17052718,16.040389173010837,8.997392057109835,1684.928010024665,1163.3406704653669,95.33418765531418,1,1,1,SSH
443,6,113835.0,73.0,167.0,1812.0,200331.0,842.2625,0,0,1,SSL
20,6,141.34386135793514,1.2259304699415643,2.3120855335271493,5.059859056715036,7.05056004835796,7.334637231995517,0,1,0,FTP_DATA
20,6,115.43403215842002,1.7471154848142074,0.0,11.600910752302116,0.0,9.96361755681436,0,1,0,FTP_DATA
20,6,401891.86772469577,5.709430046836491,5.12532600655658,1676.2975563585844,174.80821978973086,222.274728064156,0,1,1,FTP_DATA
22,6,24659516.859209016,13.468097083374564,9.497999212615744,2227.4012774881617,1041.0504704496918,166.84614179225557,1,1,1,SSH
53,17,123082799.45895776,1453.2474763772102,1711.8266352218322,61505.1181871706,220912.6087932328,85.03754725843291,0,1,0,DNS
54076,6,47.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
22,6,93910072.69426796,4214.693541419763,4067.44646648624,12136176.220433434,109090.28247213716,1147.2355571828575,1,1,0,SSH
80,6,437335.0,8.0,9.0,1394.0,4693.0,358.0588235294,0,0,1,HTTP
20,6,466697.7025487165,4.330443610356864,6.095699294937883,3184.00630739218,335.4296711513634,298.8119068173078,0,1,1,FTP_DATA
20,6,765387.6046492793,6.750923480971806,10.054664319445395,3324.4229008052143,167.18841685492328,245.19256231550133,0,1,1,FTP_DATA
0,0,548.0,3.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,357.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
20,6,70022.95366158037,5.875982657594212,5.229060765822555,5940.066972191115,0.0,609.9936125869492,1,1,0,FTP_DATA
8080,6,330.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,113949.0,3.0,2.0,46.0,83.0,25.8,0,1,0,SSL
80,6,59801549.0,19.0,11.0,1828.0,8180.0,333.6,0,0,1,HTTP
80,6,39021.0,3.0,3.0,170.0,0.0,28.3333333333,0,0,1,HTTP
22,6,74418853.19856845,3.312296342614545,0.0,1030.3204680495094,0.0,455.97424236071765,1,1,0,SSH
22,6,87081841.10955007,3.207001114855295,0.0,888.5967149432452,0.0,348.7323340570413,1,1,0,SSH
0,0,137.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,119934922.0,1328.0,716.0,51600.0,94211.0,71.3581213307,0,0,0,DNS
0,0,768.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,48879556.0,18.0,20.0,1670.0,1860.0,102.5789473684,1,1,0,SSL
53,17,119787483.0,1045.0,1039.0,40641.0,132239.0,82.9736084453,0,0,0,DNS
0,0,517.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,36056899.85782694,2.296448777869122,0.0,636.4010354767456,0.0,352.6609689688101,1,1,0,SSH
443,6,365414.0,7.0,8.0,1829.0,3092.0,328.0666666667,0,0,1,SSL
22,6,34733671.87788589,1.7724504684039617,0.0,679.3759633997563,0.0,509.13406614574194,1,1,0,SSH
59966,6,2974.0,1.0,2.0,6.0,12.0,8.0,0,1,0,HTTP
53,17,37085352.0,606.0,614.0,23330.0,75675.0,81.1778688525,0,0,0,DNS
53,17,117650896.0,318.0,312.0,12685.0,43142.0,88.8333333333,0,0,0,DNS
0,0,514.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,18380610.100370456,24.105984054577885,23.699590069776946,15197.83322128207,11787.349144771611,655.1488730991059,0,1,1,FTP_DATA
443,6,98530.0,6.0,7.0,0.0,3906.0,300.4615384615,0,0,1,SSL
0,0,319.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,14961523.0,9.0,8.0,681.0,5256.0,349.2352941176,0,0,1,GMAIL
443,6,21390069.0,18.0,15.0,1499.0,2294.0,114.9393939394,0,0,1,GMAIL
53,6,116686385.0,12.0,7.0,196.0,1820.0,106.1052631579,0,0,1,DNS
53,17,13.0,2.0,0.0,90.0,0.0,67.5,0,0,0,DNS
3128,6,3112639.0,83.0,368.0,6660.0,535855.0,1202.91574279379,0,0,1,GMAIL
443,6,112053180.0,298.0,439.0,11330.0,568914.0,787.3052917232,0,0,1,GMAIL
20,6,1.2892614425109463,2.1406465370180143,0.0,3085.0250220547846,0.0,1430.367534284048,1,1,0,FTP_DATA
53,17,96086410.0,1779.0,589.0,69154.0,78510.0,62.3737331081,0,0,0,DNS
20,6,96793.75580281958,7.148879064117031,8.209456150391816,5415.370623728169,0.0,611.1411641063627,1,1,0,FTP_DATA
51212,6,13.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
443,6,79708430.0,304.0,385.0,12236.0,483526.0,720.0827285922,1,1,0,GMAIL
443,6,15166859.0,6.0,6.0,1034.0,0.0,86.16667,0,0,1,GMAIL
80,6,195.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
53094,6,40.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
52438,6,296.0,4.0,0.0,138.0,0.0,36.0,0,1,0,HTTP
443,6,138222.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
0,0,7189.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,513.0,3.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,262.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,119610888.0,2730.0,2729.0,104085.0,348616.0,82.9336874886,0,0,0,DNS
53,17,900.0,2.0,2.0,48.0,48.0,30.0,0,0,0,DNS
3128,6,522467.0,13.0,16.0,1245.0,3901.0,177.4482758621,0,0,1,GMAIL
0,0,549.0,2.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53642,6,1575.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
64781,6,1.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
53,17,118561231.0,1430.0,1410.0,55025.0,176747.0,81.6225352113,0,0,0,DNS
53,17,119773933.0,1714.0,1312.0,65448.0,175370.0,79.5971579643,0,0,0,DNS
3128,6,101192261.0,399.0,2334.0,42518.0,2248082.0,838.126600805,0,0,1,GMAIL
1611,6,186.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
3128,6,219.0,1.0,2.0,6.0,12.0,8.0,0,1,0,FTP_DATA
80,6,86.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
0,0,279.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,537.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,110739596.0,14.0,14.0,1698.0,403.0,95.4285714286,1,1,0,SSL
0,0,1142.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,12384428.0,6.0,4.0,568.0,152.0,72.0,0,0,1,SSL
0,0,864.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,50001839.0,24.0,24.0,1620.0,21301.0,477.5208333333,0,0,1,SSL
3128,6,90011740.0,3.0,3.0,18.0,0.0,4.0,0,1,0,GMAIL
52614,6,134.0,6.0,1.0,7152.0,6.0,1231.1428571429,0,1,0,HTTP
20,6,207842.87787321123,1.5533714868263195,36.40599394921156,6.7417537437913655,13865.53200518684,564.815134784503,0,1,1,FTP_DATA
443,6,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
443,6,676180.0,12.0,12.0,1044.0,3880.0,225.3333333333,1,1,0,GMAIL
22,6,97427284.79886396,469.2002964578784,373.4772501634058,66218.30317051298,179909.18467220486,409.1613157990149,1,1,0,SSH
20,6,495312.42659983085,11.65838537229205,8.048173601195632,1445.0691646896362,219.61725160358645,93.43650678689384,0,1,1,FTP_DATA
53,17,95140033.0,896.0,893.0,34601.0,122219.0,87.6769144774,0,0,0,DNS
3128,6,5007575.0,14.0,17.0,2867.0,2081.0,159.6129032258,0,0,1,GMAIL
0,0,290.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,30587149.20494915,1.964132516084188,0.0,609.5512458993389,0.0,408.5322043825559,1,1,0,SSH
3128,6,15974013.0,9.0,10.0,1484.0,404.0,99.3684210526,0,0,1,HTTP
0,0,297.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,72374772.77181445,6.616412301389525,5.095768905911676,2760.09306448143,1081.4994289504834,516.9202057328312,0,1,1,FTP_DATA
53,17,119501929.0,1562.0,1569.0,60770.0,193770.0,81.308527627,0,0,0,DNS
22,6,110514992.79383294,289.67542389188577,345.5355839203754,38216.837520938425,106164.1998635827,324.7417489623724,1,1,0,SSH
3128,6,90256964.0,29.0,29.0,1728.0,6940.0,149.4482758621,0,0,1,GMAIL
22,6,147507159.69664228,6117.557563361904,3548.7103660813445,17971109.447295915,105639.48781504638,1286.173519661686,1,1,0,SSH
1711,6,323.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,765203.0,15.0,13.0,2461.0,1899.0,155.7142857143,0,0,1,GMAIL
3128,6,3196.0,1.0,1.0,6.0,6.0,9.0,0,1,0,GMAIL
3163,6,634.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,7592661.0,609.0,777.0,11187.0,1525133.0,1108.455988456,0,0,1,GMAIL
20,6,316494.0134175124,8.647227314391248,9.395245117365022,1169.7033773738951,367.9433603434757,100.19346388313988,0,1,1,FTP_DATA
61525,6,93757604.0,26.0,0.0,1366.0,0.0,52.5384615385,0,1,1,HTTP
20,6,22795784.357363187,5.351924046706923,3.3724114047174925,494.61050769195407,147.7908135175335,101.45891702873163,0,1,1,FTP_DATA
20,6,1343137.9933867871,6.226323595058132,10.144613160675531,4883.324425626738,5070.398347463187,638.1820276670924,0,1,1,FTP_DATA
53,17,92973861.0,619.0,627.0,24359.0,87575.0,89.8651685393,0,0,0,DNS
0,0,542.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,176.0,3.0,1.0,78.0,26.0,32.5,0,0,0,DNS
3128,6,48275465.0,14.0,81.0,3090.0,9160.0,128.9473684211,0,0,1,GMAIL
20,6,40.52597146915411,0.8388512856522005,1.1553725935917738,0.0,0.0,0.0,0,1,0,FTP_DATA
0,0,281.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,6,61648396.0,6.0,0.0,1728.0,0.0,336.0,1,1,0,DNS
20,6,397870.5240199101,4.922809491056281,8.528214467685824,2772.850567769637,273.357494719833,218.8620369338153,0,1,1,FTP_DATA
60726,6,2.0,2.0,0.0,12.0,0.0,9.0,0,1,0,SSL
49771,6,3238.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
54458,6,119729845.0,4747.0,3571.0,11103886.0,98224.0,1346.9052656889,0,1,0,SSH
0,0,980.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,2842.0,1.0,1.0,6.0,6.0,9.0,0,1,0,GMAIL
443,6,107285618.0,212.0,274.0,66184.0,97524.0,339.0411522634,1,1,0,GMAIL
0,0,719.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
80,6,85.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
22,6,89335792.23324277,26.517078366848303,34.554039141186806,2862.28782518623,6102.482861886205,106.92627318437052,1,1,0,SSH
53,17,127311990.97128336,1035.1230679281482,1092.2177757562197,42868.11071093794,129689.2722854721,76.47591839607318,0,0,0,DNS
80,6,425.0,1.0,1.0,0.0,0.0,0.0,0,1,0,FTP_DATA
20,6,42.286478068135175,1.952384280140797,0.0,10.932552329560806,0.0,9.046413427927943,0,1,0,FTP_DATA
53,17,107850090.0,1379.0,456.0,56028.0,59379.0,62.94387,0,0,0,DNS
22,6,22909561.749134127,22.91667809079816,11.908674763423033,2493.4802111001304,2378.554000756721,242.54953764244777,1,1,1,SSH
20,6,755.5021717916387,1.4589887802623478,0.0,12.7340902870974,0.0,9.93296706646964,0,1,0,FTP_DATA
22,6,50041135.39849513,3.233521765392352,0.0,1005.6005618052332,0.0,416.32157169357,1,1,0,SSH
50433,6,12.0,2.0,0.0,12.0,0.0,9.0,0,1,0,FTP_DATA
0,0,101.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,139243889.72607398,5368.18233319489,2708.393328476222,13479748.35630291,88887.81147679978,1827.3027999891017,1,1,0,SSH
22,6,18601903.93893148,16.54794004169509,12.18483764841926,2379.7543770154784,2380.298911738175,242.97646650547367,1,1,1,SSH
443,6,53.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
3128,6,151648.0,2.0,5.0,92.0,138.0,39.4285714286,1,1,0,GMAIL
53,17,114377430.58935584,1174.2520115467871,566.2763515921183,48359.508816613234,83957.05717417605,67.01476487969096,0,1,0,DNS
80,6,310442.0,7.0,9.0,4112.0,482.0,287.125,0,0,1,HTTP
51242,17,118897947.0,1235.0,1242.0,154717.0,48086.0,81.9160274526,0,0,0,DNS
0,0,420.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,183656.0,8.0,6.0,2998.0,2898.0,421.1428571429,0,0,1,SSL
443,6,1828541.0,22.0,14.0,6465.0,2086.0,237.5277777778,0,0,1,SSL
22,6,97064990.58847016,240.26581538054012,182.75007610994908,23424.60068556512,62199.48157039165,175.8491984787034,1,1,0,SSH
443,6,12064849.0,8.0,7.0,403.0,5734.0,409.1333333333,0,0,1,SSL
60193,6,319.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
0,0,88.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,299.0,2.0,2.0,48.0,48.0,30.0,0,0,0,DNS
22,6,19263236.567717675,17.628580777459433,8.817803640822866,2234.839023531012,912.0738384228652,121.10567592252792,1,1,1,SSH
443,6,57.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
22,6,127215798.05969767,3835.567339504726,2764.7493856400665,10173618.093154894,100218.13907117496,1473.2498762187934,1,1,0,SSH
443,6,13969293.0,15.0,10.0,2466.0,858.0,132.96,0,0,1,SSL
80,6,16395980.0,153.0,276.0,953.0,501371.0,1170.9184149184,0,0,1,HTTP
443,6,644784.0,58.0,54.0,2488.0,73520.0,678.6428571429,0,0,1,SSL
20,6,0.8330181997397472,0.7252234361727747,1.0639164752334542,0.0,0.0,0.0,0,1,0,FTP_DATA
443,6,67194.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
443,6,27.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
59979,17,119825305.0,1956.0,1962.0,234355.0,74618.0,78.8690658499,0,0,0,DNS
443,6,25.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
80,6,442305.0,5.0,3.0,201.0,159.0,45.0,0,0,1,HTTP
0,0,411.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,24520703.70057772,21.025715027305143,8.504966887924152,1889.329003855897,2799.175575190121,173.57393395346773,1,1,1,SSH
43790,6,2504.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
53,17,118646145.0,1141.0,1137.0,45657.0,151134.0,86.4021071115,0,0,0,DNS
20,6,19676536.63480584,3.8866010668376094,4.3230062467136445,745.1305364728823,128.2369160275898,60.766740062625416,0,1,1,FTP_DATA
20,6,520454.1441934622,4.821697079315296,4.849681030421941,1356.9662749313418,206.56013832766047,164.03157104348273,0,1,1,FTP_DATA
3128,6,91029656.0,15.0,19.0,3096.0,1998.0,149.8235294118,0,0,1,GMAIL
22,6,113094.07420314844,10.256027892306909,4.29563489360914,20218.073435286435,26.599014883065,2296.218668122428,1,1,0,SSH
20,6,240.5660061935849,0.9337159356747324,3.803015350538765,4.834871397539312,18.56275038160873,6.712475466343674,0,1,0,FTP_DATA
443,6,95602326.0,19.0,16.0,1641.0,27878.0,843.4,0,0,1,SSL
0,0,182.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,851629.95775601,4.716944577933059,5.724018682242634,957.6209934385548,271.4559060220225,114.53531259316286,0,1,1,FTP_DATA
20,6,378195.34097524633,6.3067036957453055,6.962088501904499,838.6816654856798,231.5391966534712,52.69707660896321,0,1,1,FTP_DATA
20,6,445.0731945978878,1.1706940391244731,3.2551699040313826,0.0,0.0,0.0,0,1,0,FTP_DATA
443,6,546923.0,8.0,6.0,773.0,3954.0,337.6428571429,0,0,1,SSL
443,6,28.0,2.0,0.0,0.0,0.0,0.0,0,1,0,SSL
63897,6,16349.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,1468131.0,16.0,15.0,3891.0,734.0,149.1935483871,0,0,1,GMAIL
0,0,1186.0,3.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,833237.0,14.0,15.0,2472.0,1142.0,124.6206896552,0,0,1,SSL
443,6,6.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
0,0,323.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,3054580.0563777587,8.170416484735048,26.013570528875785,2754.409286627218,5570.938330957309,346.4208631926077,0,1,1,FTP_DATA
53,17,115830989.0,817.0,821.0,31933.0,107126.0,84.92918,0,0,0,DNS
22,6,19569958.07398165,18.47795890830817,9.926008870720931,1871.048907640976,1393.336194750657,104.7160434338973,1,1,1,SSH
62087,6,195.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
20,6,346521.4699720593,4.262735054853062,8.241078756802054,1556.1205399359146,728.6543115410565,176.74840990085167,0,1,1,FTP_DATA
22,6,23015081.658808418,12.74729505973824,7.140454970084932,924.761217476402,1247.2477061527054,159.1381041620193,1,1,1,SSH
22,6,84003582.99840908,15.332591227790838,7.220929344809818,4262.071454457077,1516.101733698683,152.48924454808443,1,1,1,SSH
53,17,119998346.0,997.0,508.0,38195.0,65497.0,68.9262458472,0,0,0,DNS
22,6,16249412.111802058,19.99168639255283,10.718103815007147,3113.356561213057,1270.0019463948724,157.09162723230233,1,1,1,SSH
3128,6,94652410.0,12.0,13.0,510.0,1392.0,78.44,1,1,0,GMAIL
53,17,115668060.0,751.0,529.0,29185.0,68801.0,76.57266,0,0,0,DNS
1745,6,74.0,2.0,0.0,0.0,0.0,0.0,0,1,0,HTTP
80,6,5830768.0,15.0,18.0,9242.0,3255.0,378.696969697,0,0,1,HTTP
0,0,346.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,51429556.56330137,3.145470998891396,0.0,718.8518731654585,0.0,346.63720370590454,1,1,0,SSH
53,17,113302178.224706,1396.9077827336775,861.9423689341095,58282.03934626733,121911.8783931885,66.840280177932,0,1,0,DNS
80,6,178.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
53,17,113141621.0,421.0,277.0,17548.0,35973.0,76.729226361,0,0,0,DNS
0,0,279.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,124624821.55627704,986.540347324106,1052.0479967568644,39397.50834562233,117180.85804006504,91.8216135210738,0,0,0,DNS
20,6,216930.96833281475,3.701545562861331,16.964753813955877,2092.125863787572,5465.36561167916,302.64415951986007,0,1,1,FTP_DATA
20,6,452750.4230184894,2.1813789119854503,4.651019326606297,630.6903628000238,188.93530978623733,154.96217493753494,0,1,1,FTP_DATA
20,6,38.3825443219739,1.1375372570943107,1.2611891546706957,0.0,0.0,0.0,0,1,0,FTP_DATA
3128,6,90810855.0,13.0,16.0,2586.0,14838.0,682.0,1,1,0,GMAIL
0,0,135.0,3.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
